Time [s]	Temp. [ C]	B1	B2	B3	B4	B5	B8	B9	C1	C2	C3	C4	C5	C8	C9	D1	D2	D3	D4	D5	D8	D9	E1	E2	E3	E4	E5	E8	E9	F1	F2	F3	F4	F5	F8	F9	G1	G2	G3	G4	G5	G8	Time_hs	Time
59400	29.4	6707	12620	7800	OVER	OVER	OVER	32753	6724	10897	7612	OVER	OVER	OVER	39914	6602	16618	7560	OVER	OVER	OVER	25858	6454	6950	7083	38685	17031	26029	11167	6584	6978	6812	30349	14285	17471	21565	6745	7494	6864	25617	13619	21020	16.5	16.5
59700	29.2	6561	12935	7458	OVER	OVER	OVER	32696	6727	10665	7390	OVER	OVER	OVER	38960	6630	16854	7514	OVER	OVER	OVER	27189	6677	6979	7172	38340	17475	27208	11270	6434	6755	6692	30681	14611	17103	21829	6690	7541	6900	25988	13375	20885	16.583333333333332	16.5833333333333
60000	29.2	6647	12674	7629	OVER	OVER	OVER	31268	6658	10917	7526	OVER	OVER	OVER	38927	6561	16919	7391	OVER	OVER	OVER	25920	6413	6956	7205	37572	17117	26436	11697	6507	6965	6925	30654	14808	17350	21178	6816	7395	6921	25763	13764	20725	16.666666666666668	16.6666666666667
60300	29.2	6698	12979	7829	OVER	OVER	OVER	31945	6656	10964	7382	OVER	OVER	OVER	38664	6593	17046	7361	OVER	OVER	OVER	26572	6401	6989	7228	38560	17225	26741	11175	6492	6933	6828	30228	14576	17406	22044	6810	7521	6936	26198	13389	20881	16.75	16.75
60600	29.3	6708	12611	7895	OVER	OVER	OVER	33391	6745	11174	7202	OVER	OVER	OVER	38840	6687	16585	7442	OVER	OVER	OVER	26685	6330	6937	7035	39363	17402	26123	11325	6676	6935	6804	30143	14375	17222	21412	6748	7629	6862	25690	13401	21017	16.833333333333332	16.8333333333333
60900	29.3	6797	12629	7825	OVER	OVER	OVER	31753	6847	10948	7507	OVER	OVER	OVER	38109	6654	16393	7387	OVER	OVER	OVER	26481	6544	6890	7075	37903	16896	26224	11328	6599	7039	6828	29923	14234	17423	21951	6764	7530	6765	26143	13405	20892	16.916666666666668	16.9166666666667
61200	29.2	6613	12538	7745	OVER	OVER	OVER	32334	6677	11033	7385	OVER	OVER	OVER	38599	6730	16647	7419	OVER	OVER	OVER	25962	6563	6785	7028	38271	17188	26416	11065	6563	6874	6819	30553	14251	17038	21090	6677	7636	6842	25646	13641	20852	17	17
61500	29.2	6833	12981	7749	OVER	OVER	OVER	31426	6575	11101	7436	OVER	OVER	OVER	36679	6660	17260	7494	OVER	OVER	OVER	24856	6485	6922	7055	37976	17460	26409	11244	6594	6999	6796	29983	14227	17421	21443	6656	7518	6897	25223	13587	20885	17.083333333333332	17.0833333333333
61800	29.3	6676	12951	7694	OVER	OVER	OVER	31298	6674	10872	7523	OVER	OVER	OVER	37303	6642	16297	7575	OVER	OVER	OVER	25077	6492	6775	7091	38177	17256	26544	11161	6634	6997	6818	29685	14471	17841	21660	6660	7502	6978	25530	13804	20840	17.166666666666668	17.1666666666667
62100	29.3	6760	12687	7646	OVER	OVER	OVER	31800	6668	10732	7481	OVER	OVER	OVER	37724	6618	16727	7496	OVER	OVER	OVER	25841	6423	7037	7052	38824	17599	26582	11245	6463	7005	6730	29955	14547	18026	21781	6586	7423	6894	25841	13342	21185	17.25	17.25
62400	29.1	6736	12827	7655	OVER	OVER	OVER	31748	6701	10763	7388	OVER	OVER	OVER	37388	6669	16812	7547	OVER	OVER	OVER	25830	6403	6846	6979	38488	17165	26784	11370	6437	6942	6789	29693	14287	17917	21271	6694	7406	6789	26255	13455	20811	17.333333333333332	17.3333333333333
62700	29.2	6712	12784	7596	OVER	OVER	OVER	31949	6766	11017	7370	OVER	OVER	OVER	37749	6539	16824	7355	OVER	OVER	OVER	26005	6353	6867	7083	38601	17057	26547	11288	6606	7023	6746	29490	14516	18246	21198	6673	7285	6860	25627	13575	20942	17.416666666666668	17.4166666666667
63000	29.3	6579	12943	7381	OVER	OVER	OVER	31482	6706	11190	7499	OVER	OVER	OVER	37621	6605	16417	7508	OVER	OVER	OVER	25823	6603	6902	7154	38004	17097	26755	11206	6615	7025	6853	29910	13903	17602	21207	6553	7371	6802	25762	13602	20965	17.5	17.5
63300	29.4	6671	12865	7717	OVER	OVER	OVER	31682	6574	10699	7314	OVER	OVER	OVER	38272	6549	16600	7410	OVER	OVER	OVER	25115	6586	7031	6967	37916	16887	26780	11225	6576	6889	6790	29846	14107	17429	21367	6750	7424	6804	26049	13668	20900	17.583333333333332	17.5833333333333
63600	29.2	6725	12947	7517	OVER	OVER	OVER	31721	6736	10885	7490	OVER	OVER	OVER	36466	6484	17013	7216	OVER	OVER	OVER	25495	6537	6896	6969	37948	17234	26557	11064	6639	6789	6792	29516	14445	17423	21599	6564	7382	6645	25270	13841	19754	17.666666666666668	17.6666666666667
63900	29.4	6523	12841	7580	OVER	OVER	OVER	30467	6563	10747	7313	OVER	OVER	OVER	36989	6764	16954	7290	OVER	OVER	OVER	25955	6280	6861	7036	38239	16753	26929	11168	6607	7026	6826	29139	14434	17308	21756	6661	7306	6867	25165	13406	20466	17.75	17.75
64200	29.3	6787	13265	7366	OVER	OVER	OVER	31454	6559	10378	7435	OVER	OVER	OVER	36934	6559	16678	7339	OVER	OVER	OVER	26104	6471	6949	6910	38147	16886	26698	10957	6579	6836	6835	29636	14484	17387	21715	6628	7346	6792	25429	13587	21078	17.833333333333332	17.8333333333333
64500	29.4	6666	13098	7695	OVER	OVER	OVER	31642	6542	10473	7310	OVER	OVER	OVER	37444	6598	16741	7250	OVER	OVER	OVER	25322	6409	6969	7085	37441	17002	27122	11004	6543	7043	6753	29254	14231	17613	21515	6711	7382	7061	25621	13042	21380	17.916666666666668	17.9166666666667
64800	29.2	6583	13091	7678	OVER	OVER	OVER	32371	6745	11082	7589	OVER	OVER	OVER	36799	6594	17108	7335	OVER	OVER	OVER	26241	6435	7087	7226	37608	17065	27181	11103	6610	6946	6938	29518	13994	17699	20478	6804	7401	6712	25479	13447	20812	18	18
65100	29.2	6768	13383	7596	OVER	OVER	OVER	31827	6770	10905	7358	OVER	OVER	OVER	36655	6670	17167	7376	OVER	OVER	OVER	25524	6539	6944	6956	37630	17378	26796	11015	6510	6956	6767	29285	14087	17539	20775	6841	7215	6757	25151	13104	20579	18.083333333333332	18.0833333333333
65400.1	29.1	6751	13260	7652	OVER	OVER	OVER	31613	6690	10936	7316	OVER	OVER	OVER	36017	6736	17515	7430	OVER	OVER	OVER	25495	6491	6923	7222	37570	16907	26687	11060	6489	6858	6835	28677	14323	17335	20776	6653	7386	6828	25329	13228	21035	18.166694444444442	18.1666944444444
65700.6	29.3	6716	13151	7588	OVER	OVER	OVER	30968	6708	10946	7452	OVER	OVER	OVER	35786	6561	17062	7408	OVER	OVER	OVER	25385	6582	6867	6867	37542	16622	26387	10943	6532	6915	6854	28280	13992	17252	20640	6592	7295	6967	25144	13168	20879	18.250166666666665	18.2501666666667
66000.6	29.4	6638	13092	7693	OVER	OVER	OVER	32114	6724	11018	7419	OVER	OVER	OVER	36440	6513	17531	7603	OVER	OVER	OVER	25161	6372	7170	7090	37019	16339	26687	11174	6498	7052	6846	29138	14008	17135	20677	6670	7374	6723	25538	13372	20502	18.3335	18.3335
66300.6	29.1	6676	13088	7623	OVER	OVER	OVER	31278	6773	10906	7417	OVER	OVER	OVER	36610	6741	17130	7402	OVER	OVER	OVER	26295	6573	6943	6954	37596	16744	26866	11127	6432	6922	6884	28470	14337	17196	21527	6613	7445	6882	24898	13281	20200	18.416833333333333	18.4168333333333
66600.6	29.3	6578	13058	7633	OVER	OVER	OVER	30808	6773	10852	7409	OVER	OVER	OVER	35163	6591	17310	7415	OVER	OVER	OVER	26542	6494	6973	6969	37250	16430	26515	11083	6520	6969	6781	28746	14469	17388	20945	6620	7379	6894	24932	13426	20352	18.500166666666665	18.5001666666667
66900.6	29.4	6711	13374	7699	OVER	OVER	OVER	30574	6666	11092	7496	OVER	OVER	OVER	35196	6658	17123	7396	OVER	OVER	OVER	26101	6464	6853	7125	37478	16646	26852	10917	6658	6803	6769	28738	14117	17567	21369	6625	7439	6669	24934	13381	20694	18.5835	18.5835
67200.6	29.2	6642	12986	7633	OVER	OVER	OVER	30697	6621	10851	7538	OVER	OVER	OVER	36151	6605	17446	7321	OVER	OVER	OVER	25169	6539	6921	7013	36950	16682	26993	10867	6620	6911	6808	27913	14126	17604	21432	6701	7523	6977	24500	13304	20609	18.666833333333333	18.6668333333333
