Time [s]	Temp. [ C]	E1	E3	E4	F1	F3	F4	G1	G3	G4	Time_hs	Time
54600.5	   29.3	 6849.0	12897.0	16486.0	 6644.0	10597.0	15768.0	 6704.0	16740.0	17942.0	15.166805555555555	15.1668055555556
54900.5	   29.5	 6749.0	13064.0	16494.0	 6752.0	10758.0	16037.0	 6882.0	17441.0	17883.0	15.25013888888889	15.2501388888889
55200.5	   29.3	 6819.0	13220.0	16379.0	 6795.0	10715.0	16011.0	 6626.0	17451.0	17966.0	15.333472222222222	15.3334722222222
55500.5	   29.2	 6748.0	12947.0	16184.0	 6684.0	10763.0	16116.0	 6880.0	17575.0	17798.0	15.416805555555555	15.4168055555556
55800.5	   29.3	 6914.0	12718.0	16345.0	 6745.0	11340.0	15698.0	 6725.0	16615.0	17559.0	15.50013888888889	15.5001388888889
56100.5	   29.1	 6711.0	12707.0	16537.0	 6679.0	10851.0	15969.0	 6650.0	17113.0	18096.0	15.583472222222222	15.5834722222222
56400.5	   29.3	 6547.0	12757.0	16301.0	 6737.0	10970.0	16100.0	 6889.0	17171.0	17700.0	15.666805555555555	15.6668055555556
56700.5	   29.0	 6771.0	12880.0	16188.0	 6643.0	11221.0	15764.0	 6733.0	16648.0	18018.0	15.75013888888889	15.7501388888889
57000.5	   29.2	 6723.0	12900.0	16398.0	 6650.0	10782.0	15951.0	 6833.0	17126.0	18107.0	15.833472222222222	15.8334722222222
57300.5	   29.1	 6751.0	12972.0	16111.0	 6712.0	10891.0	15953.0	 6842.0	16860.0	17731.0	15.916805555555555	15.9168055555556
57600.5	   29.3	 6796.0	12787.0	16227.0	 6776.0	11150.0	15616.0	 6828.0	17243.0	17943.0	16.000138888888888	16.0001388888889
57900.5	   29.2	 6740.0	13121.0	16163.0	 6672.0	10937.0	15779.0	 6749.0	16676.0	17241.0	16.083472222222223	16.0834722222222
58200.5	   29.3	 6663.0	13250.0	16240.0	 6620.0	10993.0	15819.0	 6785.0	16587.0	16803.0	16.166805555555555	16.1668055555556
58500.5	   29.4	 6749.0	12709.0	16189.0	 6734.0	10933.0	16090.0	 6891.0	16620.0	17565.0	16.250138888888888	16.2501388888889
58800.5	   29.4	 6841.0	13075.0	16078.0	 6679.0	10883.0	15987.0	 6826.0	16536.0	17481.0	16.333472222222223	16.3334722222222
59100.5	   29.2	 6733.0	12756.0	16094.0	 6592.0	10556.0	15672.0	 6771.0	16227.0	17493.0	16.416805555555555	16.4168055555556
59400.5	   29.5	 6805.0	12620.0	16333.0	 6678.0	10897.0	16189.0	 6827.0	16618.0	17660.0	16.500138888888888	16.5001388888889
59700.5	   29.3	 6756.0	12935.0	16141.0	 6792.0	10665.0	15630.0	 6737.0	16854.0	17376.0	16.583472222222223	16.5834722222222
60000.5	   29.2	 6827.0	12674.0	16189.0	 6557.0	10917.0	15754.0	 6882.0	16919.0	17482.0	16.666805555555555	16.6668055555556
60300.5	   29.3	 6779.0	12979.0	16143.0	 6691.0	10964.0	15693.0	 6842.0	17046.0	17638.0	16.750138888888888	16.7501388888889
60600.5	   29.4	 6788.0	12611.0	16404.0	 6699.0	11174.0	15447.0	 6821.0	16585.0	17379.0	16.833472222222223	16.8334722222222
60900.5	   29.3	 6714.0	12629.0	16196.0	 6701.0	10948.0	15501.0	 6759.0	16393.0	17467.0	16.916805555555555	16.9168055555556
61200.5	   29.3	 6686.0	12538.0	16355.0	 6616.0	11033.0	15885.0	 6669.0	16647.0	17294.0	17.000138888888888	17.0001388888889
61500.5	   29.1	 6897.0	12981.0	16340.0	 6632.0	11101.0	15217.0	 6775.0	17260.0	17084.0	17.083472222222223	17.0834722222222
61800.5	   29.3	 6666.0	12951.0	16218.0	 6699.0	10872.0	15881.0	 6784.0	16297.0	17189.0	17.16680555555556	17.1668055555556
62100.6	   29.2	 6703.0	12687.0	16152.0	 6749.0	10732.0	15652.0	 6827.0	16727.0	17025.0	17.250166666666665	17.2501666666667
62400.6	   29.2	 6676.0	12827.0	16113.0	 6647.0	10763.0	15573.0	 6734.0	16812.0	17046.0	17.3335	17.3335
62700.5	   29.1	 6748.0	12784.0	16196.0	 6603.0	11017.0	15604.0	 6790.0	16824.0	17251.0	17.41680555555556	17.4168055555556
63000.5	   29.3	 6774.0	12943.0	16291.0	 6755.0	11190.0	15716.0	 6711.0	16417.0	17384.0	17.50013888888889	17.5001388888889
63300.5	   29.1	 6860.0	12865.0	16180.0	 6577.0	10699.0	15631.0	 6802.0	16600.0	17331.0	17.583472222222223	17.5834722222222
63600.5	   29.1	 6685.0	12947.0	16346.0	 6685.0	10885.0	15654.0	 6809.0	17013.0	17228.0	17.66680555555556	17.6668055555556
63900.5	   29.2	 6851.0	12841.0	15996.0	 6826.0	10747.0	15666.0	 6859.0	16954.0	17104.0	17.75013888888889	17.7501388888889
64200.5	   29.3	 6761.0	13265.0	16205.0	 6621.0	10378.0	15420.0	 6735.0	16678.0	17189.0	17.833472222222223	17.8334722222222
64500.6	   29.2	 6699.0	13098.0	15837.0	 6745.0	10473.0	15110.0	 6838.0	16741.0	17213.0	17.916833333333333	17.9168333333333
64800.5	   29.1	 6608.0	13091.0	16145.0	 6643.0	11082.0	15411.0	 6766.0	17108.0	17281.0	18.00013888888889	18.0001388888889
65100.6	   29.4	 6817.0	13383.0	16277.0	 6676.0	10905.0	15330.0	 6780.0	17167.0	17185.0	18.0835	18.0835
65400.6	   29.1	 6709.0	13260.0	15656.0	 6583.0	10936.0	15352.0	 6792.0	17515.0	16829.0	18.166833333333333	18.1668333333333
65700.6	   29.2	 6599.0	13151.0	15810.0	 6730.0	10946.0	15422.0	 6763.0	17062.0	17234.0	18.250166666666665	18.2501666666667
66000.6	   29.2	 6668.0	13092.0	15888.0	 6788.0	11018.0	15310.0	 6876.0	17531.0	17158.0	18.3335	18.3335
66300.6	   29.0	 6814.0	13088.0	15997.0	 6788.0	10906.0	15572.0	 6713.0	17130.0	17255.0	18.416833333333333	18.4168333333333
66600.6	   29.1	 6592.0	13058.0	16105.0	 6660.0	10852.0	15608.0	 6613.0	17310.0	17273.0	18.500166666666665	18.5001666666667
66900.6	   29.3	 6560.0	13374.0	16060.0	 6660.0	11092.0	15538.0	 6489.0	17123.0	17199.0	18.5835	18.5835
67200.6	   29.1	 6658.0	12986.0	15863.0	 6646.0	10851.0	15691.0	 6728.0	17446.0	17309.0	18.666833333333333	18.6668333333333
67500.6	29.3	6742	13169	15817	6446	10860	15102	6786	17451	17072	18.750166666666665	18.7501666666667
