Time [s]	Temp. [ C]	B1	B2	B3	B4	B5	B6	C1	C2	C3	C4	C5	C6	D1	D2	D3	D4	D5	D6	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	Time_hs	Time
57600.4	28.9	6594	27316	17548	25885	15989	9124	6586	70000	15621	29471	15326	9153	6596	70000	19264	29218	17029	9283	6567	70000	70000	29870	30554	11184	70000	56129	27604	13063	22165	6450	70000	70000	42259	45401	10226	70000	35245	22751	15484	9225	6538	70000	46609	51411	18765	21337	70000	54205	19375	9655	10222	16.00011111111111	16.0001111111111
57900.4	29.2	6574	29837	17306	26173	15702	9209	6575	70000	15824	29060	15461	9473	6429	70000	18975	29210	16875	9325	6433	70000	70000	29724	31348	11074	70000	55272	26672	12956	37550	6489	70000	70000	42063	44533	10158	70000	36489	23362	15257	9325	6601	70000	47419	51610	18984	21377	70000	54827	19575	9550	10106	16.083444444444446	16.0834444444444
58200.4	29.4	6714	28525	17704	25926	15595	9224	6539	70000	15543	28890	15125	9378	6638	70000	19079	28974	17022	9298	6507	70000	70000	30252	32151	10958	70000	56228	27069	13236	22437	6449	70000	70000	40749	44771	10180	70000	34751	22616	15264	9310	6630	70000	47122	51704	18847	21381	70000	55726	19633	9639	10162	16.166777777777778	16.1667777777778
58500.4	29.3	6755	25570	17649	26118	15711	9250	6654	70000	15573	28868	15560	9361	6690	70000	18880	29103	16567	9167	6549	70000	70000	31024	32064	11034	70000	58061	26489	13330	30657	6561	70000	70000	41135	45037	10328	70000	35010	23177	15127	9130	6666	70000	48295	53153	19220	20776	70000	55981	19667	9503	10053	16.25011111111111	16.2501111111111
58800.4	29.1	6674	27931	17655	25843	15605	9173	6637	70000	15686	28544	15321	9469	6518	70000	19060	28389	16686	9312	6608	70000	70000	30402	31178	10954	70000	58792	27154	13232	25303	6241	70000	70000	40574	44435	10205	70000	35418	23197	15295	9275	6553	70000	48713	51340	19261	21249	70000	56186	19983	9641	10109	16.333444444444446	16.3334444444444
59100.4	29.3	6786	27741	17670	25670	15305	8984	6664	70000	15578	28987	15238	9335	6482	70000	18566	28796	16918	9232	6525	70000	70000	28857	32049	11114	70000	58790	27118	12971	32463	6340	70000	70000	40921	45004	10251	70000	34754	22534	15204	9208	6493	70000	48111	51278	19078	21471	70000	55839	19438	9593	9971	16.416777777777778	16.4167777777778
59400.5	29.3	6744	27489	17513	26117	15395	9382	6635	70000	15690	29193	15164	9379	6614	70000	18819	28785	16714	9176	6560	70000	70000	28497	32025	11073	70000	59133	27072	13501	27176	6230	70000	70000	40487	44572	10265	70000	34192	21969	15083	9115	6584	70000	47700	51840	19350	20639	70000	56087	19628	9600	9986	16.500138888888888	16.5001388888889
59700.5	29.2	6698	26753	17548	25935	15308	9204	6526	70000	15481	28776	15289	9161	6606	70000	18769	28660	16943	9161	6399	70000	70000	29391	31360	10982	70000	58381	26518	13321	31831	6404	70000	70000	41485	44377	10383	70000	33690	22246	15217	9192	6645	70000	46986	53128	19001	21022	70000	54258	19775	9390	10005	16.583472222222223	16.5834722222222
60000.5	29.3	6581	27337	17223	25422	15536	9108	6605	70000	15350	28915	15168	9436	6492	70000	18476	28295	16982	9297	6430	70000	70000	28385	30923	10640	70000	57079	26692	13189	25486	6391	70000	70000	42028	45248	10378	70000	34639	22819	15177	9145	6660	70000	46257	53884	18894	21500	70000	52840	19968	9554	9956	16.666805555555555	16.6668055555556
60300.5	29.3	6685	26820	17512	25962	15612	8964	6563	70000	15310	29390	14973	9409	6494	70000	18593	29151	16884	9251	6497	70000	70000	29395	30857	10759	70000	58146	26538	13192	33306	6446	70000	70000	41805	44100	10177	70000	33933	21880	14973	9182	6525	70000	46318	53973	18978	20812	70000	53988	19796	9430	9827	16.750138888888888	16.7501388888889
