Time [s]	Temp. [ C]	B1	B2	B3	B4	B5	B6	C1	C2	C3	C4	C5	C6	D1	D2	D3	D4	D5	D6	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	Time_hs	Time
34500	29.3	6792	42107	21636	30743	17784	9682	6763	70000	20009	35248	17268	10387	6780	70000	24436	33474	19210	9764	6869	70000	70000	34516	35919	12061	70000	70000	31498	15416	20239	6574	70000	70000	49264	50869	10965	70000	43101	27375	18882	10537	6691	70000	54456	55045	22552	23661	70000	70000	25451	10600	11252	9.583333333333334	9.58333333333333
34800.1	29.3	6984	43417	21244	30111	17667	9712	6723	70000	20172	35133	17177	10223	6679	70000	24684	32701	19048	9900	6784	70000	70000	35422	36002	12184	70000	70000	31494	15106	34873	6543	70000	70000	48208	49334	10739	70000	41978	27925	18782	10380	6700	70000	56293	54778	22386	23201	70000	70000	24526	10682	11281	9.666694444444444	9.66669444444444
35100.2	29.3	6856	36277	21220	30849	17562	9734	6824	70000	19805	35470	17102	10316	6734	59508	24655	32635	18984	10032	6736	70000	70000	34657	36090	12041	70000	63957	31817	15406	32300	6493	70000	70000	48200	50661	11026	70000	42483	28410	18675	10321	6753	70000	56125	57259	22311	23226	70000	70000	25738	10335	11231	9.750055555555555	9.75005555555556
35400.2	29.2	6902	35724	20601	30875	17387	9640	6679	70000	20270	35371	16786	10114	6687	70000	24759	33141	18863	9799	6678	70000	70000	35923	35600	12207	70000	70000	32319	15132	33725	6529	70000	70000	48819	50548	10899	70000	43081	28449	18485	10297	6828	70000	55612	60682	22260	23824	70000	70000	25701	10336	11383	9.833388888888889	9.83338888888889
35700.3	29.3	6782	36364	21163	30018	17382	9707	6776	70000	19854	34678	16715	10266	6729	70000	23787	32693	18803	9637	6694	70000	70000	35838	36274	11930	70000	63793	31194	15137	30171	6608	70000	70000	48349	50513	10685	70000	41134	28782	18417	10463	6664	70000	53683	60569	22326	23852	70000	64287	25290	10347	11310	9.91675	9.91675
36000.3	29.2	6723	27935	20918	30307	17359	9569	6833	70000	19381	34834	16816	10315	6705	70000	24630	33182	19086	9898	6822	70000	70000	35619	35382	11899	70000	63545	30647	15195	38668	6572	70000	70000	49560	49853	10757	70000	42644	28482	18338	10318	6646	70000	54220	60801	22225	23321	70000	63954	25305	10283	11013	10.000083333333333	10.0000833333333
36300.3	29.1	6847	37733	21008	29529	17264	9769	6754	70000	18840	34993	16996	10062	6768	70000	24110	33061	18642	9710	6744	70000	70000	35639	36410	12052	70000	62484	30944	15208	34909	6762	70000	70000	47831	49341	10853	70000	41536	27860	18388	10133	6755	70000	54002	57490	22099	24239	70000	70000	24911	10311	11109	10.083416666666666	10.0834166666667
36600.3	29.3	6797	41278	20828	29600	17327	9642	6701	70000	19191	34427	16994	10412	6772	70000	24103	33331	18766	10035	6691	70000	70000	35490	35820	11671	70000	64215	31096	14954	19038	6712	70000	70000	47459	50321	10829	70000	42792	28407	18403	10284	6753	70000	53927	57378	22400	24218	70000	70000	24791	10362	11160	10.16675	10.16675
36900.3	29.2	6721	41692	20417	29372	17525	9824	6901	70000	18783	34405	17035	10311	6614	70000	24073	32869	18658	10021	6722	70000	70000	35607	36597	11781	70000	70000	31289	14940	31564	6634	70000	70000	48578	49940	10773	70000	42962	27201	18545	10411	6782	70000	54347	58643	22126	23348	70000	70000	24754	10169	11059	10.250083333333333	10.2500833333333
37200.3	29.3	6882	42630	20686	29779	16955	9540	6820	70000	18875	34153	17167	10128	6570	70000	22532	32993	18334	9779	6671	70000	70000	35219	34724	12003	70000	62615	30503	14717	22101	6634	70000	70000	47898	50088	10618	70000	44008	26977	18401	10390	6622	70000	53276	56603	21783	23718	70000	70000	25161	10521	11074	10.333416666666666	10.3334166666667
37500.3	29.3	6711	38474	21161	29263	16961	9764	6704	70000	18747	34575	17145	10452	6611	70000	24064	32631	18571	9956	6767	70000	70000	34761	33850	11817	70000	70000	29963	14843	36979	6733	70000	70000	47980	49926	10583	70000	45809	26716	18517	10116	6800	70000	53669	56661	21783	23990	70000	70000	24393	10255	10971	10.41675	10.41675
37800.3	29.2	6902	39151	20868	29789	17179	9611	6724	70000	19601	33983	17013	9727	6867	70000	23898	32449	18542	9832	6701	70000	70000	34745	34532	11896	70000	63894	29992	14713	35293	6660	70000	70000	47984	49155	10866	70000	45198	26656	18059	10152	6799	70000	53105	60099	21595	24286	70000	70000	24545	10173	10902	10.500083333333333	10.5000833333333
38100.3	29.2	6835	40126	20552	29339	16799	9569	6731	70000	18444	34005	16696	10118	6752	70000	22583	32534	18570	9780	6789	70000	70000	34156	33862	11778	70000	63522	29572	14876	27092	6566	70000	70000	49032	49863	10862	70000	42998	26711	17882	10182	6782	70000	54298	59113	21548	23937	70000	63800	24582	10171	11029	10.583416666666666	10.5834166666667
38400.3	29.3	6722	40752	20374	29610	17019	9506	6807	70000	18733	32950	16808	9957	6719	70000	23611	32667	18494	9702	6717	70000	70000	33195	34635	11794	70000	63321	30877	14661	27775	6606	70000	70000	48650	48553	10834	70000	42139	26644	18461	10229	6895	70000	53949	58764	21902	24017	70000	63251	24296	10408	11128	10.66675	10.66675
38700.3	29.3	6862	31617	20104	29799	16818	9802	6649	70000	18565	33788	16977	10389	6707	70000	22705	32934	18455	9699	6612	70000	70000	33183	35043	11784	70000	62515	30505	14731	23156	6741	70000	70000	48455	48362	10749	70000	43083	26117	18026	10242	6601	70000	53261	58807	21308	23376	70000	62882	23846	10094	11105	10.750083333333333	10.7500833333333
39000.4	29.3	6746	38641	20170	29499	17289	9672	6762	70000	18834	33285	16485	10320	6595	70000	23195	32669	18282	9883	6593	70000	70000	32825	35622	11753	70000	60449	30462	14715	38603	6509	70000	70000	49025	49643	10714	70000	43464	26033	18173	10256	6768	70000	52702	56037	21535	23924	70000	62709	23630	10191	10958	10.833444444444444	10.8334444444444
39300.4	29.3	6686	40191	19588	29075	17138	9721	6878	70000	18469	33678	17021	9866	6638	70000	23240	32299	18342	9769	6688	70000	70000	34976	34674	11869	70000	62928	30236	14853	33341	6653	70000	70000	47951	48449	10849	70000	43130	25759	18044	10089	6826	70000	52295	58441	21477	23515	70000	61653	21702	10127	10855	10.916777777777778	10.9167777777778
39600.4	29.2	6679	45043	19809	29438	16840	9714	6849	70000	18616	33909	16817	10390	6699	70000	22871	32214	18342	9750	6668	70000	70000	34045	34758	11481	70000	62031	30532	14966	24566	6693	70000	70000	47179	49270	10890	70000	41131	26183	17913	9977	6785	70000	52542	56089	20995	24134	70000	62332	22916	9885	10654	11.000111111111112	11.0001111111111
39900.4	29.1	6911	35465	19998	29527	16842	9600	6761	70000	18300	32965	16589	10144	6776	49453	22971	32349	18583	9641	6639	70000	70000	33390	34542	11672	70000	61392	30197	14666	37907	6640	70000	70000	46737	48199	10844	70000	41056	26209	17983	9985	6712	70000	52228	56432	21749	24214	70000	62093	23332	9896	10660	11.083444444444444	11.0834444444444
40200.4	29.1	6856	36645	20165	29034	17047	9444	6706	70000	18059	33015	16747	9975	6791	50172	22463	32115	18443	9783	6674	70000	70000	33572	35363	11573	70000	62177	30107	14568	21682	6457	70000	70000	46884	48568	10770	70000	40035	26603	17443	10124	6904	70000	51439	58792	20845	24122	70000	61983	23568	10163	10853	11.166777777777778	11.1667777777778
40500.4	29.4	6987	36756	20126	29251	16942	9518	6670	70000	18012	33249	16682	10157	6606	61164	22401	32063	18293	9716	6638	70000	70000	33077	34976	11845	70000	63323	29687	15049	35413	6586	70000	70000	46491	48233	10577	70000	40197	26873	17485	10113	6751	70000	51499	56553	21444	23942	70000	63683	23368	10138	10979	11.250111111111112	11.2501111111111
40800.4	29.3	6906	33838	19629	29167	16768	9382	6720	70000	18306	33296	16784	9877	6655	70000	22081	32222	18500	9517	6674	70000	70000	33970	34680	11866	70000	62516	29865	14889	35905	6467	70000	70000	47026	48245	10866	70000	41640	26666	17788	9858	6804	70000	51130	55701	21686	24005	70000	61608	23741	9993	10860	11.333444444444444	11.3334444444444
41100.4	29.2	6899	33686	19897	28826	16767	9361	6605	70000	18232	33323	16943	10078	6579	70000	22265	31958	18240	9473	6479	70000	70000	33596	34727	11754	70000	64125	30454	14759	23882	6532	70000	70000	46176	47889	10696	70000	41503	27402	17756	9890	6676	70000	52431	56003	21186	23660	70000	60541	23630	9860	10592	11.416777777777778	11.4167777777778
41400.4	29.2	6816	39063	19543	28850	16925	9589	6747	70000	18191	33314	16427	9721	6679	70000	22139	31913	18435	9439	6702	70000	70000	33197	35530	11789	70000	63004	30678	14933	28393	6579	70000	70000	45960	47979	10804	70000	41822	27121	17900	10088	6696	70000	51179	55228	21176	23566	70000	59417	23195	9833	10937	11.500111111111112	11.5001111111111
41700.4	29.4	6861	34391	20095	28960	16665	9584	6846	70000	17932	33403	16753	9609	6674	70000	22295	31974	18364	9564	6757	70000	70000	32927	34682	11582	70000	61166	29913	14627	26686	6569	70000	70000	45139	48834	10852	70000	40543	26822	17958	9803	6680	70000	51214	56559	21004	23317	70000	59798	22615	9995	10748	11.583444444444444	11.5834444444444
42000.4	29.3	6763	37515	19041	29001	16575	9449	6718	70000	17833	32475	16504	9933	6648	70000	22480	31420	18173	9841	6708	70000	70000	33093	34566	11562	70000	61977	29342	14911	36101	6635	70000	70000	45122	48221	10575	70000	39625	26446	17886	9890	6704	70000	50801	55016	21199	23357	70000	59061	22961	9904	10742	11.666777777777778	11.6667777777778
42300.4	29.2	6726	30433	19447	28765	17092	9578	6804	70000	17443	32029	16800	9747	6756	70000	22099	31530	18145	9545	6668	70000	70000	32988	35709	11677	70000	61595	29395	14494	30791	6674	70000	70000	44156	48098	10620	70000	39610	25755	16849	9983	6853	70000	50899	55070	20713	23717	70000	59784	23243	9939	10618	11.750111111111112	11.7501111111111
42600.4	29.5	6836	33514	19301	28791	16797	9432	6805	70000	17697	31882	16517	9681	6788	70000	22204	31286	18320	9549	6829	70000	70000	32610	35267	11637	70000	62319	28851	14398	38692	6474	70000	70000	44484	48173	10712	70000	39491	25802	16982	9778	6698	70000	50607	58407	21067	22981	70000	60853	23081	9901	10384	11.833444444444444	11.8334444444444
42900.4	29.2	6632	29183	19789	28810	16848	9359	6676	70000	17901	32249	16730	9812	6586	70000	21403	31755	18225	9520	6600	70000	70000	32943	34636	11694	70000	59713	29493	14702	34343	6564	70000	70000	44219	46862	10566	70000	40031	26438	17101	10114	6753	70000	52098	56567	21050	23257	70000	59817	22925	10086	10634	11.916777777777778	11.9167777777778
43200.4	29.3	6830	35044	19480	28267	16830	9594	6805	70000	17743	32056	16364	9737	6702	70000	21644	31658	18309	9583	6755	70000	70000	32947	34999	11521	70000	59929	29464	14596	27889	6514	70000	70000	45290	47648	10581	70000	39783	25509	17286	9960	6603	70000	52331	56553	21005	23424	70000	60844	22821	10196	10586	12.000111111111112	12.0001111111111
43500.4	29.5	6824	35648	19091	28389	16802	9398	6686	70000	17549	31578	16250	9689	6767	70000	22076	32256	17874	9520	6591	70000	70000	33413	34341	11554	70000	61582	30137	14496	32072	6694	70000	70000	44735	47900	10448	70000	40809	24390	17238	9892	6746	70000	53281	57461	20922	22724	70000	60598	23089	10171	10415	12.083444444444444	12.0834444444444
43800.4	29.3	6633	28951	19104	28101	16714	9394	6970	70000	17070	31887	16353	9929	6701	70000	21137	31617	17890	9674	6718	70000	70000	32605	34650	11613	70000	61723	29704	14246	21861	6370	70000	70000	44780	48230	10583	70000	42330	25007	17122	9635	6728	70000	52357	56616	20811	22758	70000	60096	22873	10036	10882	12.166777777777778	12.1667777777778
44100.4	29.2	6667	30265	19175	28301	16781	9360	6713	70000	17189	32238	16460	9744	6584	70000	21398	31644	17668	9597	6803	70000	70000	33591	34202	11629	70000	62199	30131	14259	32153	6474	70000	70000	46014	47318	10380	70000	39749	24801	16684	9900	6697	70000	50541	55220	20571	22134	70000	59202	22498	9766	10427	12.250111111111112	12.2501111111111
44400.4	29.2	6705	32111	19679	28355	16590	9314	6644	70000	17235	32024	16372	9555	6663	70000	21247	31010	17756	9816	6589	70000	70000	32830	33667	11537	70000	63162	29498	14221	28010	6563	70000	70000	44814	46953	10669	70000	40587	24855	17194	10016	6637	70000	50356	54552	20423	22757	70000	59619	23011	9599	10356	12.333444444444444	12.3334444444444
44700.4	29.3	6620	32925	19643	28110	16477	9499	6717	70000	17184	31948	16467	10102	6588	70000	21152	31132	17779	9573	6513	70000	70000	33279	34188	11325	70000	61861	29645	14232	38693	6512	70000	70000	43544	46956	10529	70000	40706	24814	17176	9962	6684	70000	49602	58352	20189	22908	70000	61457	23371	9980	10306	12.416777777777778	12.4167777777778
45000.4	29	6741	31562	19209	27916	16499	9435	6750	70000	17179	31672	16188	9813	6649	70000	21145	31107	17722	9416	6649	70000	70000	33051	33809	11563	70000	59373	29786	14213	35396	6438	70000	70000	45183	46611	10572	70000	40183	23438	16746	9729	6709	70000	48903	55424	20119	22722	70000	59023	22747	9814	10129	12.500111111111112	12.5001111111111
45300.4	29.3	6805	28170	19170	28075	16683	9351	6746	70000	17196	31633	16052	9883	6680	70000	20797	31257	17791	9668	6526	70000	70000	32472	33991	11342	70000	57807	29516	14226	32569	6650	70000	70000	45032	47187	10440	70000	40959	23850	17088	10000	6792	70000	50610	58624	20244	23145	70000	59613	22792	9771	10407	12.583444444444444	12.5834444444444
45600.4	29.1	6544	29041	18454	27914	16683	9263	6823	70000	17196	31574	16503	9823	6568	70000	21387	30878	17883	9492	6701	70000	70000	33283	33876	11527	70000	59249	29129	13942	34785	6483	70000	70000	44963	46995	10315	70000	40270	24097	16746	9833	6632	70000	50363	55849	20501	23341	70000	60053	23062	9735	10315	12.666777777777778	12.6667777777778
45900.4	29.3	6535	30220	18483	27880	16640	9227	6911	70000	17065	31571	16246	9588	6681	70000	20627	30963	17846	9496	6622	70000	70000	32835	34344	11538	70000	59312	29302	13792	27500	6505	70000	70000	44195	46367	10650	70000	39021	24713	16734	9765	6767	70000	50695	57443	20082	22689	70000	58727	23433	9743	10337	12.750111111111112	12.7501111111111
46200.4	29.2	6867	28534	19029	28242	16509	9382	6573	70000	17044	31588	15815	9527	6667	70000	20825	30850	17990	9464	6659	70000	70000	32909	33979	11527	70000	59653	28679	14028	33907	6555	70000	70000	44134	46209	10340	70000	38600	24734	16846	9467	6750	70000	50713	54675	20002	23042	70000	59427	23383	9892	10193	12.833444444444444	12.8334444444444
46500.4	29.1	6694	35114	18627	27907	16464	9505	6596	70000	17041	31192	16185	9611	6617	70000	20633	31139	17809	9618	6782	70000	70000	32229	33585	11541	70000	59599	29214	14079	22786	6540	70000	70000	43986	46512	10584	70000	37919	24390	16743	9711	6819	70000	49753	53379	19932	23354	70000	57981	22758	9883	10423	12.916777777777778	12.9167777777778
46800.4	29.5	6851	34367	19115	27827	16635	9346	6606	70000	17104	31077	15876	9717	6661	70000	20454	31140	18009	9508	6671	70000	70000	32685	32961	11404	70000	61132	28708	13899	31137	6627	70000	70000	44304	46571	10283	70000	37207	24244	16698	9758	6629	70000	50230	53907	20090	23271	70000	57222	23076	9862	10288	13.000111111111112	13.0001111111111
47100.4	29.3	6662	34369	18498	27443	16300	9247	6697	70000	17062	30887	16058	9541	6621	70000	20954	31192	17778	9458	6631	70000	70000	32129	33044	11159	70000	61189	29006	13996	25672	6668	70000	70000	44667	46076	10351	70000	37219	24333	16395	9668	6726	70000	48317	55813	19807	22790	70000	58666	22755	9842	10309	13.083444444444444	13.0834444444444
47400.4	29.3	6791	30064	18936	27858	16564	9362	6700	70000	16855	30851	16283	9556	6663	70000	19929	30566	17515	9385	6585	70000	70000	32139	33356	11589	70000	60281	29350	13871	38796	6523	70000	70000	43862	46186	10477	70000	37932	23582	16731	9705	6550	70000	48340	55837	19961	22383	70000	57790	23338	9747	10325	13.166777777777778	13.1667777777778
47700.4	29.4	6766	32091	18883	27323	16411	9406	6538	70000	16518	30035	15809	9523	6723	70000	21136	30757	17529	9433	6621	70000	70000	31359	33241	11567	70000	59423	29077	13886	34249	6514	70000	70000	43769	46753	10299	70000	38336	22852	16481	9677	6736	70000	48802	55586	19765	22151	70000	57778	22833	9727	10232	13.250111111111112	13.2501111111111
48000.4	29.3	6623	29054	18587	27368	16458	9348	6651	70000	17169	30451	15911	9336	6542	70000	20197	30632	17683	9413	6629	70000	70000	32248	32764	11528	70000	60316	28211	13795	32880	6621	70000	70000	44478	45786	10291	70000	38959	23869	16497	9831	6556	70000	48327	56914	19672	22144	70000	57322	22348	9526	10281	13.333444444444444	13.3334444444444
48300.4	29.3	6736	33124	18825	27153	16433	9533	6723	70000	16865	30512	16192	9542	6586	70000	20956	30873	17393	9390	6760	70000	70000	32801	32840	11272	70000	60986	28394	13993	36134	6514	70000	70000	45666	46039	10389	70000	39606	23929	16420	9718	6780	70000	49642	55773	19691	22945	70000	57428	22354	9859	10283	13.416777777777778	13.4167777777778
48600.4	29.1	6783	31497	18907	27030	16253	9252	6698	70000	16974	30288	16042	9350	6611	70000	20109	30296	17186	9463	6674	70000	70000	31899	33053	11549	70000	59299	27983	13987	21324	6460	70000	70000	44925	46011	10492	70000	38410	23365	16348	9544	6718	70000	49037	57006	19696	22542	70000	59508	21016	9859	10247	13.500111111111112	13.5001111111111
48900.4	29.2	6582	32474	18781	27157	16244	9494	6735	70000	16344	30029	15980	9503	6720	70000	20503	30632	17355	9353	6656	70000	70000	31287	32510	11280	70000	59436	27787	14165	31616	6515	70000	70000	44633	46260	10192	70000	38819	23337	16143	9806	6577	70000	48795	55102	19756	22684	70000	59070	21692	9692	10152	13.583444444444444	13.5834444444444
49200.5	29.3	6649	33497	18675	27376	16435	9423	6747	70000	16710	30336	15979	9427	6812	70000	21030	30423	17533	9330	6590	70000	70000	31419	32032	11130	70000	58961	27185	14189	22392	6671	70000	70000	44559	45996	10482	70000	37984	23135	16430	9742	6656	70000	47677	57657	19548	22290	70000	58765	21647	9795	10296	13.666805555555555	13.6668055555556
49500.4	29.3	6710	32361	18590	27119	16437	9376	6598	70000	16516	29997	16064	9460	6628	70000	20821	30359	17431	9552	6695	70000	70000	30622	32755	11525	70000	57972	28067	13992	32781	6432	70000	70000	43448	46105	10459	70000	38743	22023	16351	9540	6603	70000	47641	52651	19391	22388	70000	56863	21726	9656	10290	13.750111111111112	13.7501111111111
49800.4	29.2	6815	31600	18695	27572	16541	9427	6644	70000	16529	29945	16015	9777	6637	70000	20410	30027	17525	9708	6708	70000	70000	30381	31941	11527	70000	58301	28331	13812	22784	6364	70000	70000	42516	46264	10428	70000	38876	22345	16481	9609	6636	70000	48955	52495	19687	22255	70000	55762	21519	9644	10011	13.833444444444444	13.8334444444444
50100.4	29.1	6687	30759	18671	27236	16344	9419	6727	70000	16443	30574	15810	9396	6610	70000	20095	30280	17076	9388	6753	70000	70000	31504	31585	11132	70000	56223	28080	13852	28281	6429	70000	70000	43310	45421	10386	70000	38001	22398	16536	9508	6807	70000	48347	53109	19529	22679	70000	57386	21140	9681	10394	13.916777777777778	13.9167777777778
50400.5	29.1	6869	29582	18087	27473	16346	9330	6546	70000	16397	30587	15600	9513	6519	70000	20128	30156	17414	9343	6539	70000	70000	31388	32886	11368	70000	56331	28664	13710	24798	6577	70000	70000	44392	46134	10214	70000	38502	22273	16359	9837	6719	70000	47645	54656	19845	22447	70000	56974	21020	9635	10308	14.00013888888889	14.0001388888889
50700.4	29.1	6576	30987	18191	27358	16512	9376	6775	70000	16297	30439	15987	9601	6584	70000	20301	30380	17240	9366	6558	70000	70000	31879	32501	11017	70000	58062	28010	13482	35423	6546	70000	70000	44496	45954	10538	70000	36172	22754	16245	9812	6618	70000	48290	56241	19453	21659	70000	56778	21383	9730	10174	14.083444444444444	14.0834444444444
51000.4	29.3	6840	28951	18260	27197	16267	9206	6807	70000	16500	30315	15813	9509	6558	70000	20076	29927	17505	9424	6520	70000	70000	31577	32205	11385	70000	57478	27407	13671	26745	6545	70000	70000	44824	46392	10491	70000	34979	22316	16198	9578	6647	70000	47678	52385	19668	22337	70000	56212	21823	9729	10210	14.166777777777778	14.1667777777778
51300.4	29.1	6875	32625	18594	27454	16194	9352	6696	70000	16387	30737	15752	9467	6625	70000	19939	29674	17180	9412	6695	70000	70000	31604	31998	11185	70000	60050	27024	13292	33872	6508	70000	70000	44589	46565	10397	70000	37159	22403	16103	9428	6490	70000	47026	53068	19777	22127	70000	57024	21678	9550	10122	14.250111111111112	14.2501111111111
51600.4	29.4	6782	33282	18071	26813	15972	9343	6545	70000	15906	30107	15813	9443	6710	70000	19417	29725	17207	9334	6554	70000	70000	31864	31608	11244	70000	57509	27006	13299	27469	6539	70000	70000	44584	45648	10453	70000	37704	22618	16467	9492	6589	70000	48257	55850	19195	22366	70000	57347	21770	9621	10404	14.333444444444444	14.3334444444444
51900.4	29.3	6571	32970	18338	26591	15871	9241	6626	70000	16153	30528	15883	9715	6663	70000	20047	30116	17386	9472	6658	70000	70000	31402	31808	11372	70000	58085	26290	13183	38412	6702	70000	70000	43339	45598	10266	70000	37421	22667	16262	9537	6644	70000	49268	51881	19112	22391	70000	57347	21384	9604	10210	14.416777777777778	14.4167777777778
52200.4	29.1	6499	31589	18209	26619	16236	9318	6664	70000	16086	30089	15565	9586	6659	70000	19634	29871	17295	9317	6651	70000	70000	30103	32751	11562	70000	58131	26854	13430	27810	6537	70000	70000	41903	45897	10331	70000	38377	22130	15861	9447	6626	70000	48408	55130	19340	22073	70000	58005	21150	9620	10509	14.500111111111112	14.5001111111111
52500.5	29.3	6774	32263	18369	26511	16095	9359	6664	70000	15667	30450	15375	9533	6696	70000	19822	29950	17291	9540	6493	70000	70000	31005	32890	11380	70000	58919	27092	13366	38751	6353	70000	70000	43809	45657	10384	70000	36843	22536	16316	9469	6553	70000	49152	53495	19599	22260	70000	56442	21268	9632	10213	14.583472222222222	14.5834722222222
52800.5	29.1	6504	31243	18032	26203	15995	9308	6577	70000	16302	29711	15310	9259	6525	70000	19092	29737	17471	9440	6590	70000	70000	31407	32983	11393	70000	58215	27879	13493	36266	6533	70000	70000	43005	45382	10465	70000	35797	23150	16043	9403	6614	70000	49175	53095	19265	22019	70000	56863	21465	9654	10268	14.666805555555555	14.6668055555556
53100.4	29.4	6797	31475	18003	26598	16115	9106	6643	70000	15922	29970	15577	9428	6551	70000	19268	29655	17325	9317	6522	70000	70000	31000	32681	11264	70000	58262	27552	13397	27192	6518	70000	70000	43172	45880	10505	70000	35762	22971	16050	9467	6668	70000	48259	53167	19233	21714	70000	57110	21488	9585	10218	14.750111111111112	14.7501111111111
53400.4	29.2	6659	31167	17998	26493	15998	9411	6690	70000	16172	29263	15632	9563	6664	70000	19743	29616	17182	9419	6621	70000	70000	31377	32229	11239	70000	59220	28018	13424	32410	6541	70000	70000	42231	45504	10329	70000	35044	23015	16042	9546	6529	70000	48821	52145	19419	21459	70000	54062	21303	9636	10383	14.833444444444444	14.8334444444444
53700.4	29.3	6703	28304	17872	26999	15895	9117	6652	70000	16113	29587	15442	9712	6594	70000	19541	29308	17244	9373	6542	70000	70000	29904	31676	11279	70000	55840	28220	13346	22659	6541	70000	70000	41591	45388	10328	70000	36051	22664	15861	9528	6447	70000	48647	51638	19446	21296	70000	53957	20895	9745	10156	14.916777777777778	14.9167777777778
54000.4	29.3	6843	30580	17929	26779	16150	9189	6589	70000	15894	29255	15560	9525	6723	70000	20013	29537	17374	9351	6570	70000	70000	30192	32067	11128	70000	57526	28032	13481	37648	6465	70000	70000	41718	46000	10428	70000	36172	23004	15745	9386	6571	70000	47731	52027	19481	21603	70000	53810	20864	9622	10129	15.000111111111112	15.0001111111111
54300.4	29.6	6712	28996	17878	26101	16034	9132	6705	70000	15771	29748	15646	9366	6441	70000	19567	29324	17354	9390	6486	70000	70000	30413	32144	11053	70000	55716	28332	13634	25586	6521	70000	70000	42264	45164	10387	70000	35851	22956	15818	9607	6540	70000	47880	54179	19118	21487	70000	53077	20849	9629	9968	15.083444444444444	15.0834444444444
54600.4	29.3	6747	30723	17706	26318	15828	9111	6473	70000	16130	29630	15206	9470	6636	70000	19863	30033	17022	9257	6433	70000	70000	29391	32773	11186	70000	53166	27254	13399	36684	6501	70000	70000	42820	45021	10295	70000	36741	22688	15983	9483	6632	70000	48535	53748	19058	21666	70000	52508	20675	9612	10055	15.166777777777778	15.1667777777778
54900.4	29.2	6684	27003	17930	26306	15809	9361	6662	70000	16091	29816	15441	9397	6672	70000	19053	29520	17012	9363	6548	70000	70000	30163	32671	11135	70000	54355	27558	13404	26299	6428	70000	70000	42246	45413	10413	70000	36900	22213	15553	9465	6486	70000	47636	51567	19089	21705	70000	52759	20039	9523	10010	15.250111111111112	15.2501111111111
55200.4	29.2	6689	30037	17728	26193	15981	9393	6583	70000	15960	29778	15414	9510	6526	70000	19360	29423	16811	9323	6628	70000	70000	30902	31950	11147	70000	54681	27575	13554	34740	6301	70000	70000	42102	44686	10209	70000	36029	22171	15797	9533	6512	70000	46816	51126	18873	22055	70000	54492	20132	9644	9828	15.333444444444444	15.3334444444444
55500.4	29.1	6646	28350	17777	26125	15908	9268	6707	70000	15816	29761	15381	9282	6579	70000	19383	29192	16970	9239	6590	70000	70000	30876	31244	10858	70000	55711	27651	12946	27416	6377	70000	70000	42075	45145	10430	70000	36650	22796	15645	9625	6518	70000	48341	52338	19202	21544	70000	54604	19766	9471	10090	15.416777777777778	15.4167777777778
55800.4	29.2	6695	25287	17714	26562	15993	9217	6591	70000	15669	29635	15451	9364	6554	70000	19362	29326	17088	9182	6645	70000	70000	30434	31695	11036	70000	57293	27842	12832	38189	6413	70000	70000	42572	44584	10225	70000	36036	22748	15310	9447	6540	70000	47175	50754	18775	21295	70000	55095	20393	9757	10112	15.500111111111112	15.5001111111111
56100.4	29.2	6723	28008	17725	26487	15765	9349	6621	70000	15703	29147	15373	9406	6743	70000	19244	29443	16873	9325	6566	70000	70000	28809	31343	11073	70000	57438	26944	13024	34427	6365	70000	70000	42172	45083	10150	70000	36098	23222	15481	9401	6660	70000	46608	51025	19315	21232	70000	55969	19143	9625	10207	15.583444444444444	15.5834444444444
56400.4	29.2	6655	28342	17479	26576	15724	9358	6571	70000	15531	29223	15418	9462	6558	70000	19167	29075	16996	9296	6577	70000	70000	29467	31701	10930	70000	56294	26931	12911	35154	6468	70000	70000	42046	45596	10209	70000	36092	23360	15383	9367	6528	70000	48086	51578	19105	21269	70000	55061	19368	9612	10045	15.666777777777778	15.6667777777778
56700.4	29.1	6697	26659	17816	25750	15959	9229	6550	70000	15733	29091	15436	9382	6550	70000	19452	28963	16971	9088	6506	70000	70000	29383	31297	11054	70000	56910	25337	12970	33634	6339	70000	70000	42078	45599	10437	70000	35809	23081	15410	9524	6641	70000	47395	54126	18801	21116	70000	54028	19719	9441	10258	15.750111111111112	15.7501111111111
57000.4	29.3	6661	30392	17324	26224	15971	9221	6701	70000	15880	29474	15247	9679	6590	70000	19322	29312	16475	9173	6591	70000	70000	30515	31699	10981	70000	56903	27356	13177	23411	6482	70000	70000	42082	45220	10403	70000	36385	22461	15440	9403	6542	70000	47016	50793	18496	20896	70000	51603	20022	9889	10087	15.833444444444444	15.8334444444444
57300.4	29.2	6679	31505	17686	26360	15944	9288	6642	70000	15494	29367	15066	9168	6546	70000	18747	28970	17010	9133	6631	70000	70000	30480	31372	11201	70000	57934	27411	13201	34844	6562	70000	70000	42873	45244	10300	70000	36085	23317	15367	9461	6444	70000	47603	51185	18926	21463	70000	54005	19605	9683	10068	15.916777777777778	15.9167777777778
